species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Torgersen,,,,,
Adelie,Torgersen,36.7,19.3,194.0631862304709,3463.9010700603844,FEMALE
Adelie,Torgersen,39.3,20.6,190.23572291731972,3603.3343315251955,MALE
Adelie,Torgersen,38.9,17.8,180.1702200671067,3656.689736109633,FEMALE
Adelie,Torgersen,39.2,19.6,195.86833998951974,4578.255819422382,MALE
Adelie,Torgersen,34.1,18.1,193.36946268206097,3487.761345690896,
Adelie,Torgersen,42.0,20.2,191.53819753989026,4370.316286384641,
Adelie,Torgersen,37.8,17.1,187.8903360927467,3251.9216086600536,
Adelie,Torgersen,37.8,17.3,178.72088017566932,3742.3013454621555,
Adelie,Torgersen,41.1,17.6,180.9998988451521,3147.4342877782096,FEMALE
Adelie,Torgersen,38.6,21.2,192.27545841593096,3751.308766366377,MALE
Adelie,Torgersen,34.6,21.1,198.68072677187902,4377.459959896677,MALE
Adelie,Torgersen,36.6,17.8,184.90981668674357,3729.899952858845,FEMALE
Adelie,Torgersen,38.7,19.0,192.88840611602464,3447.5028205434623,FEMALE
Adelie,Torgersen,42.5,20.7,195.96737341883792,4386.898927993506,MALE
Adelie,Torgersen,34.4,18.4,184.21640842550815,3281.8649122408488,FEMALE
Adelie,Torgersen,46.0,21.5,194.63693653847452,4148.086265306868,MALE
Adelie,Biscoe,37.8,18.3,174.31572425695956,3391.320831704131,FEMALE
Adelie,Biscoe,37.7,18.7,180.93929582480752,3586.5132810397163,MALE
Adelie,Biscoe,35.9,19.2,189.2006713238666,3835.3533586393078,FEMALE
Adelie,Biscoe,38.2,18.1,187.90673024964102,3905.841038199948,MALE
Adelie,Biscoe,38.8,17.2,180.24956894924853,3834.1451648713896,MALE
Adelie,Biscoe,35.3,18.9,187.16960650246332,3757.07529310318,FEMALE
Adelie,Biscoe,40.6,18.6,182.54817203547364,3509.1617978798654,MALE
Adelie,Biscoe,40.5,17.9,188.2479208207306,3130.2777238073345,FEMALE
Adelie,Biscoe,37.9,18.6,171.18477234566961,3207.1751225292487,FEMALE
Adelie,Biscoe,40.5,18.9,180.16679972698145,3943.9944906749956,MALE
Adelie,Dream,39.5,16.7,178.8171007237372,3261.092808277512,FEMALE
Adelie,Dream,37.2,18.1,178.09608486525772,3881.644383459373,MALE
Adelie,Dream,39.5,17.8,186.41737133637557,3201.0637251673097,FEMALE
Adelie,Dream,40.9,18.9,183.80095431757465,3979.199220135537,MALE
Adelie,Dream,36.4,17.0,194.01634673803522,3276.236082888176,FEMALE
Adelie,Dream,39.2,21.1,195.36482430784667,4137.860018260765,MALE
Adelie,Dream,38.8,20.0,190.74878542338678,4029.810208185216,MALE
Adelie,Dream,42.2,18.5,180.39119779811438,3577.1567906877467,FEMALE
Adelie,Dream,37.6,19.3,182.1944630508572,3230.2092772555598,FEMALE
Adelie,Dream,39.8,19.1,183.37733469126903,4591.1699031081425,MALE
Adelie,Dream,36.5,18.0,181.80175033348408,3120.750030890065,FEMALE
Adelie,Dream,40.8,18.4,194.50997823621546,3902.9929709450976,MALE
Adelie,Dream,36.0,18.5,186.23998446685545,3106.9109086121125,FEMALE
Adelie,Dream,44.1,19.7,195.77306698069515,4343.324011546049,MALE
Adelie,Dream,37.0,16.9,182.49810507609868,3047.402962560941,FEMALE
Adelie,Dream,39.6,18.8,190.10144323929438,4580.979100652653,MALE
Adelie,Dream,41.1,19.0,182.51606392684243,3447.9014864405453,MALE
Adelie,Dream,37.5,18.9,179.6244212758131,3054.3709202385335,
Adelie,Dream,36.0,17.9,189.44805136118865,3410.6916898286245,FEMALE
Adelie,Dream,42.3,21.2,191.29711264007068,4232.387987539867,MALE
Adelie,Biscoe,39.6,17.7,187.04941271401353,3532.0921255137264,FEMALE
Adelie,Biscoe,40.1,18.9,187.9031702411284,4278.977259205704,MALE
Adelie,Biscoe,35.0,17.9,190.5499069610484,3558.8133753622483,FEMALE
Adelie,Biscoe,42.0,19.5,200.1367761440323,4103.522325359312,MALE
Adelie,Biscoe,34.5,18.1,185.78313364154624,2860.276119448219,FEMALE
Adelie,Biscoe,41.4,18.6,192.58274061286497,3694.0938222733084,MALE
Adelie,Biscoe,39.0,17.5,185.40105072811,3477.040821825662,FEMALE
Adelie,Biscoe,40.6,18.8,192.18516284642863,3776.80471887214,MALE
Adelie,Biscoe,36.5,16.6,179.74938163133893,2861.8748196294423,FEMALE
Adelie,Biscoe,37.6,19.1,195.10653179660702,3759.7385080451436,MALE
Adelie,Biscoe,35.7,16.9,184.69206809767266,3070.670187563891,FEMALE
Adelie,Biscoe,41.3,21.1,194.2106085893674,4280.00336866419,MALE
Adelie,Biscoe,37.6,17.0,185.40006302670267,3715.9625953273517,FEMALE
Adelie,Biscoe,41.1,18.2,194.08553401642934,4063.480356376462,MALE
Adelie,Biscoe,36.4,17.1,182.37028473885965,2758.139400932362,FEMALE
Adelie,Biscoe,41.6,18.0,192.85977709942696,3942.8187748583487,MALE
Adelie,Biscoe,35.5,16.2,196.27438784294642,3411.783730432782,FEMALE
Adelie,Biscoe,41.1,19.1,190.71213839558155,4152.270040831014,MALE
Adelie,Torgersen,35.9,16.6,189.85048097436118,3100.5611650397864,FEMALE
Adelie,Torgersen,41.8,19.4,198.6323017425993,4537.786469559092,MALE
Adelie,Torgersen,33.5,19.0,189.94812356899976,3681.3982525315323,FEMALE
Adelie,Torgersen,39.7,18.4,190.0993176676826,3947.4705787478483,MALE
Adelie,Torgersen,39.6,17.2,196.4156843944853,3494.7727217783395,FEMALE
Adelie,Torgersen,45.8,18.9,197.12516411840676,4127.208510187915,MALE
Adelie,Torgersen,35.5,17.5,189.75288285459052,3694.394462878601,FEMALE
Adelie,Torgersen,42.8,18.5,195.2783228049151,4308.7349854378745,MALE
Adelie,Torgersen,40.9,16.8,191.0732504335764,3674.8241327004985,FEMALE
Adelie,Torgersen,37.2,19.4,185.25697999161196,3947.8638570589706,MALE
Adelie,Torgersen,36.2,16.1,186.79061154840656,3486.253282282851,FEMALE
Adelie,Torgersen,42.1,19.1,195.71931998008333,4019.041643740141,MALE
Adelie,Torgersen,34.6,17.2,189.5629547181724,3180.139794306515,FEMALE
Adelie,Torgersen,42.9,17.6,196.54158920605678,4741.4607107243855,MALE
Adelie,Torgersen,36.7,18.8,187.50828457543363,3790.885678747294,FEMALE
Adelie,Torgersen,35.1,19.4,193.3423338998116,4244.750070940192,MALE
Adelie,Dream,37.3,17.8,192.10857945732906,3295.245984379617,FEMALE
Adelie,Dream,41.3,20.3,194.3069186865105,3602.7761842470386,MALE
Adelie,Dream,36.3,19.5,190.4099360610919,3744.8303740627957,MALE
Adelie,Dream,36.9,18.6,189.64436415841314,3485.8920894520184,FEMALE
Adelie,Dream,38.3,19.2,189.75277546616223,3955.398235698129,MALE
Adelie,Dream,38.9,18.8,190.5524611770115,3525.3414521456775,FEMALE
Adelie,Dream,35.7,18.0,203.2539058622138,3646.8014869616345,FEMALE
Adelie,Dream,41.1,18.1,205.0804852161389,4280.1032800401545,MALE
Adelie,Dream,34.0,17.1,183.50329078103968,3452.793987281263,FEMALE
Adelie,Dream,39.6,18.1,185.4989554929961,4444.750437424592,MALE
Adelie,Dream,36.2,17.3,187.1818239181449,3326.9818211536976,FEMALE
Adelie,Dream,40.8,18.9,207.3155077807944,4277.526949000421,MALE
Adelie,Dream,38.1,18.6,189.9001348257406,3686.57078926533,FEMALE
Adelie,Dream,40.3,18.5,197.20352203035978,4282.501285674795,MALE
Adelie,Dream,33.1,16.1,176.7282703368973,2897.6763346949456,FEMALE
Adelie,Dream,43.2,18.5,192.53944847453494,4098.328677845968,MALE
Adelie,Biscoe,35.0,17.9,193.06205226107392,3796.1842664899177,FEMALE
Adelie,Biscoe,41.0,20.0,200.95131177326604,4686.01006683032,MALE
Adelie,Biscoe,37.7,16.0,180.65064852053425,3047.1586854907805,FEMALE
Adelie,Biscoe,37.8,20.0,188.0833556075203,4264.864449156331,MALE
Adelie,Biscoe,37.9,18.6,193.9262726095838,2980.851184772886,FEMALE
Adelie,Biscoe,39.7,18.9,183.54140508163042,3557.237203732244,MALE
Adelie,Biscoe,38.6,17.2,199.84427533813994,3805.5763566715204,FEMALE
Adelie,Biscoe,38.2,20.0,189.95046766059352,3898.4187915051875,MALE
Adelie,Biscoe,38.1,17.0,181.62308973187942,3191.56691034705,FEMALE
Adelie,Biscoe,43.2,19.0,195.33157162756964,4726.823788182673,MALE
Adelie,Biscoe,38.1,16.5,197.08441801386283,3905.274559338075,FEMALE
Adelie,Biscoe,45.6,20.3,191.29491706347915,4603.704129022968,MALE
Adelie,Biscoe,39.7,17.7,190.91522667512848,3283.9443608018096,FEMALE
Adelie,Biscoe,42.2,19.5,198.7930409288391,4334.2714936221355,MALE
Adelie,Biscoe,39.6,20.7,193.18269359402348,3845.8983756960083,FEMALE
Adelie,Biscoe,42.7,18.3,195.17068022911238,4024.3521147174674,MALE
Adelie,Torgersen,38.6,17.0,188.09722368950673,2850.6866153792475,FEMALE
Adelie,Torgersen,37.3,20.5,199.02697585620385,3780.4921683801645,MALE
Adelie,Torgersen,35.7,17.0,189.89538055887985,3354.3392349779674,FEMALE
Adelie,Torgersen,41.1,18.6,188.25209122317253,3310.387265632127,MALE
Adelie,Torgersen,36.2,17.2,188.8209357118197,3060.9748864584985,FEMALE
Adelie,Torgersen,37.7,19.8,197.80568374622626,3575.6004807112813,MALE
Adelie,Torgersen,40.2,17.0,176.9571016506574,3454.5786053123343,FEMALE
Adelie,Torgersen,41.4,18.5,200.39029548150134,3829.1503745415102,MALE
Adelie,Torgersen,35.2,15.9,187.1803284450652,2996.4990790426414,FEMALE
Adelie,Torgersen,40.6,19.0,198.5994964900851,4092.195215341162,MALE
Adelie,Torgersen,38.8,17.6,189.7748345315052,3254.80043299102,FEMALE
Adelie,Torgersen,41.5,18.3,195.30456970371188,4306.928912553327,MALE
Adelie,Torgersen,39.0,17.1,192.52408083052052,3104.2475269410675,FEMALE
Adelie,Torgersen,44.1,18.0,211.53625354790645,3985.7551901846573,MALE
Adelie,Torgersen,38.5,17.9,191.06304398257123,3208.7643450118667,FEMALE
Adelie,Torgersen,43.1,19.2,195.80109131370895,3539.342528630087,MALE
Adelie,Dream,36.8,18.5,193.7765520623484,3498.1712751758655,FEMALE
Adelie,Dream,37.5,18.5,199.86331193644605,4529.607062628732,MALE
Adelie,Dream,38.1,17.6,187.7485731596731,3434.34512980387,FEMALE
Adelie,Dream,41.1,17.5,190.58632877996604,3886.8932406986505,MALE
Adelie,Dream,35.6,17.5,192.09333203182808,3192.0334367567,FEMALE
Adelie,Dream,40.2,20.1,199.66042254502568,3992.5920605858205,MALE
Adelie,Dream,37.0,16.5,186.00041416863618,3395.1954808155565,FEMALE
Adelie,Dream,39.7,17.9,193.92783846397754,4233.1430768373,MALE
Adelie,Dream,40.2,17.1,194.09019008829424,3291.4183208594563,FEMALE
Adelie,Dream,40.6,17.2,186.17544407706913,3410.1446723465665,MALE
Adelie,Dream,32.1,15.5,188.52922896359786,3047.9089471300686,FEMALE
Adelie,Dream,40.7,17.0,191.74269776519847,3651.2079869847253,MALE
Adelie,Dream,37.3,16.8,190.863997719955,3022.675373282834,FEMALE
Adelie,Dream,39.0,18.7,183.3789841476289,3607.8454828605923,MALE
Adelie,Dream,39.2,18.6,190.88149232291718,4212.944409637473,MALE
Adelie,Dream,36.6,18.4,185.54745989738456,3542.387969988776,FEMALE
Adelie,Dream,36.0,17.8,194.9746181901613,3420.9954179723295,FEMALE
Adelie,Dream,37.8,18.1,191.5637709644746,3747.196549800136,MALE
Adelie,Dream,36.0,17.1,187.71310161710605,3647.989451146471,FEMALE
Adelie,Dream,41.5,18.5,200.81871600230812,4137.202899687255,MALE
Chinstrap,Dream,46.5,17.9,191.96918315158598,3484.3462589366586,FEMALE
Chinstrap,Dream,50.0,19.5,196.6960530259756,3880.698496645034,MALE
Chinstrap,Dream,51.3,19.2,191.57239335198832,3719.9869155319034,MALE
Chinstrap,Dream,45.4,18.7,187.28865709229237,3551.610024478822,FEMALE
Chinstrap,Dream,52.7,19.8,197.78612966360163,3727.9346184446053,MALE
Chinstrap,Dream,45.2,17.8,198.5260577157844,3846.5925084989835,FEMALE
Chinstrap,Dream,46.1,18.2,178.50357368058056,3309.923975704673,FEMALE
Chinstrap,Dream,51.3,18.2,196.32931602630782,3791.249873449017,MALE
Chinstrap,Dream,46.0,18.9,195.95610965649539,4118.941582237186,FEMALE
Chinstrap,Dream,51.3,19.9,198.2234069321424,3700.699493795361,MALE
Chinstrap,Dream,46.6,17.8,192.3460908062789,3842.928627624078,FEMALE
Chinstrap,Dream,51.7,20.3,195.0454962401744,3836.8479387659313,MALE
Chinstrap,Dream,47.0,17.3,183.28116955710632,3735.51416890208,FEMALE
Chinstrap,Dream,52.0,18.1,202.593933653692,3973.14769332406,MALE
Chinstrap,Dream,45.9,17.1,189.9648894860674,3578.532098521455,FEMALE
Chinstrap,Dream,50.5,19.6,200.79914135245738,4039.276564749657,MALE
Chinstrap,Dream,50.3,20.0,196.73712299018027,3333.448619265936,MALE
Chinstrap,Dream,58.0,17.8,179.57718954542153,3694.1012079506627,FEMALE
Chinstrap,Dream,46.4,18.6,190.09792072768303,3386.145890321333,FEMALE
Chinstrap,Dream,49.2,18.2,195.0911880405413,4486.87502274385,MALE
Chinstrap,Dream,42.4,17.3,180.8972836029521,3627.9411124335447,FEMALE
Chinstrap,Dream,48.5,17.5,190.05920999823994,3376.060312305664,MALE
Chinstrap,Dream,43.2,16.6,187.6013289241991,2974.3320694527656,FEMALE
Chinstrap,Dream,50.6,19.4,192.65485533832504,3763.9354674325496,MALE
Chinstrap,Dream,46.7,17.9,194.4172022333526,3305.4714737770096,FEMALE
Chinstrap,Dream,52.0,19.0,197.14716296336417,4150.508694506052,MALE
Chinstrap,Dream,50.5,18.4,201.13883063314574,3388.115463875627,FEMALE
Chinstrap,Dream,49.5,19.0,201.22052133434224,3771.287548495855,MALE
Chinstrap,Dream,46.4,17.8,191.82612898264284,3634.718633963801,FEMALE
Chinstrap,Dream,52.8,20.0,203.70630520182533,4540.138657072061,MALE
Chinstrap,Dream,40.9,16.6,187.6913601380691,3170.9369109527474,FEMALE
Chinstrap,Dream,54.2,20.8,201.18936616784563,4294.540084426589,MALE
Chinstrap,Dream,42.5,16.7,189.8758090429729,3396.5913133958366,FEMALE
Chinstrap,Dream,51.0,18.8,202.34369200103598,4035.943528398976,MALE
Chinstrap,Dream,49.7,18.6,195.3735532435493,3644.7938316578397,MALE
Chinstrap,Dream,47.5,16.8,197.61894484517606,3811.8874340799625,FEMALE
Chinstrap,Dream,47.6,18.3,195.87279718558224,3862.8066645308622,FEMALE
Chinstrap,Dream,52.0,20.7,207.79316779348585,4822.473115862434,MALE
Chinstrap,Dream,46.9,16.6,192.1845401376186,2653.914315826744,FEMALE
Chinstrap,Dream,53.5,19.9,204.89368636704472,4572.963234720726,MALE
Chinstrap,Dream,49.0,19.5,210.83897457430703,3987.747023627236,MALE
Chinstrap,Dream,46.2,17.5,187.728991537949,3665.8529393159374,FEMALE
Chinstrap,Dream,50.9,19.1,196.34119548078652,3549.5151774738165,MALE
Chinstrap,Dream,45.5,17.0,195.35704711944976,3528.887884564471,FEMALE
Chinstrap,Dream,50.9,17.9,194.9846169345035,3655.9363608757167,FEMALE
Chinstrap,Dream,50.8,18.5,199.78061694393534,4509.837667800245,MALE
Chinstrap,Dream,50.1,17.9,190.49592795900406,3302.5303852335132,FEMALE
Chinstrap,Dream,49.0,19.6,211.41147919690647,4353.0617664542315,MALE
Chinstrap,Dream,51.5,18.7,186.91528375131324,3281.927915282533,MALE
Chinstrap,Dream,49.8,17.3,197.4520385889347,3635.7963083379664,FEMALE
Chinstrap,Dream,48.1,16.4,199.72777016442882,3288.374337698244,FEMALE
Chinstrap,Dream,51.4,19.0,201.9996556970844,3991.1088733305814,MALE
Chinstrap,Dream,45.7,17.3,193.2326329276546,3601.8654471795357,FEMALE
Chinstrap,Dream,50.7,19.7,202.43758707432443,4049.0062646703373,MALE
Chinstrap,Dream,42.5,17.3,187.29517151778316,3412.8370471526223,FEMALE
Chinstrap,Dream,52.2,18.8,197.3236290052548,3541.3884159776144,MALE
Chinstrap,Dream,45.2,16.6,190.3812649398412,3255.319013286193,FEMALE
Chinstrap,Dream,49.3,19.9,201.8527666700691,3990.8089571901232,MALE
Chinstrap,Dream,50.2,18.8,202.77898825375155,3820.366840338261,MALE
Chinstrap,Dream,45.6,19.4,195.4424468261539,3558.574105124033,FEMALE
Chinstrap,Dream,51.9,19.5,206.55184974947454,4072.6155347832355,MALE
Chinstrap,Dream,46.8,16.5,189.519733072433,3705.2662031799196,FEMALE
Chinstrap,Dream,45.7,17.0,194.78261226334735,3711.368192977846,FEMALE
Chinstrap,Dream,55.8,19.8,207.46662839567895,4028.618735498451,MALE
Chinstrap,Dream,43.5,18.1,201.85282466620595,3447.4565364063674,FEMALE
Chinstrap,Dream,49.6,18.2,193.1618222323736,3745.470552772457,MALE
Chinstrap,Dream,50.8,19.0,209.56663943907162,4148.9588885892435,MALE
Chinstrap,Dream,50.2,18.7,197.56113910652533,3762.917768035855,FEMALE
Gentoo,Biscoe,46.1,13.2,211.83560029621816,4424.554690811919,FEMALE
Gentoo,Biscoe,50.0,16.3,229.85844831103398,5683.872116680774,MALE
Gentoo,Biscoe,48.7,14.1,209.14828391429006,4537.906228672063,FEMALE
Gentoo,Biscoe,50.0,15.2,218.97563755555674,5660.143252975098,MALE
Gentoo,Biscoe,47.6,14.5,215.0420269029174,5371.066277544965,MALE
Gentoo,Biscoe,46.5,13.5,210.48181933896745,4488.006302740681,FEMALE
Gentoo,Biscoe,45.4,14.6,211.10084561760468,4788.484224740946,FEMALE
Gentoo,Biscoe,46.7,15.3,220.3320950928754,5239.472613696965,MALE
Gentoo,Biscoe,43.3,13.4,208.9484588586372,4464.122046497759,FEMALE
Gentoo,Biscoe,46.8,15.4,216.1681599824747,5237.910893472444,MALE
Gentoo,Biscoe,40.9,13.7,212.4987476836439,4577.904939002854,FEMALE
Gentoo,Biscoe,49.0,16.1,216.9273846094011,5521.489854465346,MALE
Gentoo,Biscoe,45.5,13.7,214.4479528439075,4640.104701549434,FEMALE
Gentoo,Biscoe,48.4,14.6,212.38121287650415,5789.926146740873,MALE
Gentoo,Biscoe,45.8,14.6,211.35489443598453,4152.615942135382,FEMALE
Gentoo,Biscoe,49.3,15.7,218.44596643456708,5877.729260235938,MALE
Gentoo,Biscoe,42.0,13.5,207.1182684063253,4131.210275063625,FEMALE
Gentoo,Biscoe,49.2,15.2,222.28218386978594,6274.989180102601,MALE
Gentoo,Biscoe,46.2,14.5,208.23259647980674,4877.705090544383,FEMALE
Gentoo,Biscoe,48.7,15.1,221.84876905052354,5341.934973549183,MALE
Gentoo,Biscoe,50.2,14.3,218.7693264420782,5765.03518022586,MALE
Gentoo,Biscoe,45.1,14.5,215.77673359178104,5000.642026131798,FEMALE
Gentoo,Biscoe,46.5,14.5,213.46418854263231,4385.09570494335,FEMALE
Gentoo,Biscoe,46.3,15.8,215.96637915594164,5038.910166211829,MALE
Gentoo,Biscoe,42.9,13.1,217.01754861136612,5018.616785272219,FEMALE
Gentoo,Biscoe,46.1,15.1,217.48392890259677,5092.762515887089,MALE
Gentoo,Biscoe,44.5,14.3,214.96641943975445,3979.8773195420235,
Gentoo,Biscoe,47.8,15.0,218.27361919911547,5603.911018054041,MALE
Gentoo,Biscoe,48.2,14.3,209.63666852593443,4558.851671285074,FEMALE
Gentoo,Biscoe,50.0,15.3,219.09890843980432,5566.874910098427,MALE
Gentoo,Biscoe,47.3,15.3,224.08681775597563,5234.206699060689,MALE
Gentoo,Biscoe,42.8,14.2,211.0954303675192,4655.473177438775,FEMALE
Gentoo,Biscoe,45.1,14.5,205.72474385431525,5025.46559285599,FEMALE
Gentoo,Biscoe,59.6,17.0,231.488699847733,6057.280386185642,MALE
Gentoo,Biscoe,49.1,14.8,219.29963200057767,5191.426647391784,FEMALE
Gentoo,Biscoe,48.4,16.3,219.36545713025217,5435.062697873828,MALE
Gentoo,Biscoe,42.6,13.7,214.14908714861855,4983.146853120981,FEMALE
Gentoo,Biscoe,44.4,17.3,218.3063137532673,5263.388227879902,MALE
Gentoo,Biscoe,44.0,13.6,207.37754608389014,4252.78327911242,FEMALE
Gentoo,Biscoe,48.7,15.7,206.49451998314856,5363.632865638065,MALE
Gentoo,Biscoe,42.7,13.7,208.8705038399514,3900.295676048127,FEMALE
Gentoo,Biscoe,49.6,16.0,226.2187880741986,5652.768297931697,MALE
Gentoo,Biscoe,45.3,13.7,209.33430319440004,4351.696365711943,FEMALE
Gentoo,Biscoe,49.6,15.0,214.78243900912332,4730.352326757164,MALE
Gentoo,Biscoe,50.5,15.9,223.57172406032603,5497.385833086239,MALE
Gentoo,Biscoe,43.6,13.9,217.24589382854163,4825.876094091795,FEMALE
Gentoo,Biscoe,45.5,13.9,211.07653353816934,4170.765301137178,FEMALE
Gentoo,Biscoe,50.5,15.9,226.1513878362714,5318.63087860909,MALE
Gentoo,Biscoe,44.9,13.3,211.87750459806938,5117.053112184293,FEMALE
Gentoo,Biscoe,45.2,15.8,213.18091429793805,5304.156527286716,MALE
Gentoo,Biscoe,46.6,14.2,210.76014125544364,4795.643917043145,FEMALE
Gentoo,Biscoe,48.5,14.1,220.3339406518917,5330.944831654071,MALE
Gentoo,Biscoe,45.1,14.4,212.73434588732192,4496.936602926967,FEMALE
Gentoo,Biscoe,50.1,15.0,222.82271552322817,4976.300641330331,MALE
Gentoo,Biscoe,46.5,14.4,216.41710846430547,4990.670449828866,FEMALE
Gentoo,Biscoe,45.0,15.4,220.2237577121367,5033.228953321043,MALE
Gentoo,Biscoe,43.8,13.9,207.36736137415255,4340.571591208146,FEMALE
Gentoo,Biscoe,45.5,15.0,220.9283635324276,5031.491554746744,MALE
Gentoo,Biscoe,43.2,14.5,207.9642029837984,4371.5667643442475,FEMALE
Gentoo,Biscoe,50.4,15.3,223.05439455435604,5505.268631521723,MALE
Gentoo,Biscoe,45.3,13.8,209.02658249681713,4271.635112866081,FEMALE
Gentoo,Biscoe,46.2,14.9,221.18093625022593,5329.997999047919,MALE
Gentoo,Biscoe,45.7,13.9,212.5841252287192,4407.322826872063,FEMALE
Gentoo,Biscoe,54.3,15.7,232.3276092432229,5651.078787113963,MALE
Gentoo,Biscoe,45.8,14.2,219.82451687391264,4658.510757051887,FEMALE
Gentoo,Biscoe,49.8,16.8,229.46893967157197,5674.257221588896,MALE
Gentoo,Biscoe,46.2,14.4,214.99143860432582,4674.45900467911,
Gentoo,Biscoe,49.5,16.2,230.27210997857608,5779.132137494614,MALE
Gentoo,Biscoe,43.5,14.2,219.48894222042827,4701.880938621619,FEMALE
Gentoo,Biscoe,50.7,15.0,222.3603197721731,5544.508252351017,MALE
Gentoo,Biscoe,47.7,15.0,214.80188070175075,4786.11485262843,FEMALE
Gentoo,Biscoe,46.4,15.6,222.5027871360512,5090.557031851659,MALE
Gentoo,Biscoe,48.2,15.6,219.9344755314279,5000.111222792246,MALE
Gentoo,Biscoe,46.5,14.8,216.25955387014923,5191.177697829557,FEMALE
Gentoo,Biscoe,46.4,15.0,216.5198746092951,4709.095095571842,FEMALE
Gentoo,Biscoe,48.6,16.0,229.8324023941215,5850.611533341716,MALE
Gentoo,Biscoe,47.5,14.2,208.42861288323758,4609.243223823996,FEMALE
Gentoo,Biscoe,51.1,16.3,220.09150949965192,5930.308600186919,MALE
Gentoo,Biscoe,45.2,13.8,213.33602463396153,4674.93886127033,FEMALE
Gentoo,Biscoe,45.2,16.4,222.97018636470875,5994.525697119055,MALE
Gentoo,Biscoe,49.1,14.5,209.8574601738833,4564.14332907569,FEMALE
Gentoo,Biscoe,52.5,15.6,220.70616763734753,5411.440649863602,MALE
Gentoo,Biscoe,47.4,14.6,212.03972154982614,4714.549317378083,FEMALE
Gentoo,Biscoe,50.0,15.9,224.19391121642502,5333.128526894741,MALE
Gentoo,Biscoe,44.9,13.8,210.47746933398824,4775.337266605741,FEMALE
Gentoo,Biscoe,50.8,17.3,228.15114714065277,5638.235665114481,MALE
Gentoo,Biscoe,43.4,14.4,218.34720250285838,4620.029683266864,FEMALE
Gentoo,Biscoe,51.3,14.2,218.9424926214127,5292.028539067171,MALE
Gentoo,Biscoe,47.5,14.0,211.09152207980006,4862.21685269727,FEMALE
Gentoo,Biscoe,52.1,17.0,230.21158539696478,5514.247533284986,MALE
Gentoo,Biscoe,47.5,15.0,218.197305256437,4877.843522775008,FEMALE
Gentoo,Biscoe,52.2,17.1,227.22131851709096,5426.823270808846,MALE
Gentoo,Biscoe,45.5,14.5,212.90212623608718,4745.6055884650605,FEMALE
Gentoo,Biscoe,49.5,16.1,225.07180727242942,5538.586061009502,MALE
Gentoo,Biscoe,44.5,14.7,213.99045176558306,4811.09634687694,FEMALE
Gentoo,Biscoe,50.8,15.7,225.1170633561699,5186.674570541806,MALE
Gentoo,Biscoe,49.4,15.8,215.92575263193223,4926.862584144555,MALE
Gentoo,Biscoe,46.9,14.6,222.19720886958922,4876.31125193066,FEMALE
Gentoo,Biscoe,48.4,14.4,200.8167010174506,4640.095431815372,FEMALE
Gentoo,Biscoe,51.1,16.5,225.93035069509864,5326.433935713236,MALE
Gentoo,Biscoe,48.5,15.0,218.52321314183152,4847.251691083808,FEMALE
Gentoo,Biscoe,55.9,17.0,229.22760095983253,5513.176715282181,MALE
Gentoo,Biscoe,47.2,15.5,214.74951369375398,4976.74550587596,FEMALE
Gentoo,Biscoe,49.1,15.0,227.09551456834743,5409.654941905179,MALE
Gentoo,Biscoe,47.3,13.8,216.1911830806016,4699.288637127591,
Gentoo,Biscoe,46.8,16.1,218.30690748141296,5502.973427371604,MALE
Gentoo,Biscoe,41.7,14.7,210.15154169822017,4712.536111955212,FEMALE
Gentoo,Biscoe,53.4,15.8,220.73116495352198,5495.455636196253,MALE
Gentoo,Biscoe,43.3,14.0,207.82987555309924,4562.292649299061,FEMALE
Gentoo,Biscoe,48.1,15.1,207.56034550316872,5492.30941736859,MALE
Gentoo,Biscoe,50.5,15.2,216.24078949061635,4949.037988443962,FEMALE
Gentoo,Biscoe,49.8,15.9,230.2832987692748,5998.8941803217795,MALE
Gentoo,Biscoe,43.5,15.2,214.3129181871168,4724.93289398527,FEMALE
Gentoo,Biscoe,51.5,16.3,229.8890216489244,5493.80276038487,MALE
Gentoo,Biscoe,46.2,14.1,216.30497621656951,4381.000089205133,FEMALE
Gentoo,Biscoe,55.1,16.0,229.16584874045842,5819.8453420131655,MALE
Gentoo,Biscoe,44.5,15.7,218.79209904285798,4918.6278299571895,
Gentoo,Biscoe,48.8,16.2,222.02513536082498,5960.942677673225,MALE
Gentoo,Biscoe,47.2,13.7,214.73132476487694,4904.848217659671,FEMALE
Gentoo,Biscoe,,,,,
Gentoo,Biscoe,46.8,14.3,214.72649593398546,4826.765763100797,FEMALE
Gentoo,Biscoe,50.4,15.7,221.33796095162745,5637.224653289492,MALE
Gentoo,Biscoe,45.2,14.8,212.105462069259,5155.519901659344,FEMALE
Gentoo,Biscoe,49.9,16.1,212.28750493027837,5375.26541654051,MALE
Adelie,Torgersen,39.1,18.7,180.7301166164364,3673.1839643180047,MALE
Adelie,Torgersen,39.5,17.4,185.27988876330772,3817.2426371810197,FEMALE
Adelie,Torgersen,40.3,18.0,195.40974212836184,3136.4162626627426,FEMALE
Adelie,Torgersen,,,,,
Adelie,Torgersen,36.7,19.3,193.16744492162644,3409.173052985023,FEMALE
Adelie,Torgersen,39.3,20.6,188.20880646451036,3686.0563536101718,MALE
Adelie,Torgersen,38.9,17.8,182.75008822426008,3631.0987423724546,FEMALE
